Обращение,Вр__создания_обращения,Вр__создания_обращения_с_учетом_ЗО_инициатора,ВРЕМЯ_ЗАКРЫТИЯ,IP_адрес,РПА,Доля,ТЗ,Порядок,Объект,Наряд,Направление_РГ,Рабочая_группа,Исполнитель,Полигон_инициатора,ФИО,Подразделение_инициатора,Способ_обращения,Причина_обращения,АСОЗ,ВП,ОСК,Услуга,ЭК_запроса_наряда,Направление_проблем,ЭК_робота,Код_мероприятия_РРО,Шаблон_запроса,ВОЗВРАЩЕНО,ВОЗВРАЩЕНО_ОШИБОЧНО,КРАТКОЕ_ОПИСАНИЕ,ПОДРОБНОЕ_ОПИСАНИЕ,РЕШЕНИЕ
ОБР25-06269652,01.06.2025 2:45:58,01.06.2025 2:45:58,,,RPA,"1,00",11.0,1,ЗАП25-05254895,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-П,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-П-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0222,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-П-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269653,01.06.2025 2:46:01,01.06.2025 2:46:01,,,RPA,"1,00",11.0,1,ЗАП25-05254913,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-П,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-П-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0222,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-П-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269655,01.06.2025 2:46:06,01.06.2025 2:46:06,,,RPA,"1,00",11.0,1,ЗАП25-05254917,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-ДУ-46,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-ДУ-46-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0440,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-ДУ-46-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269657,01.06.2025 2:46:11,01.06.2025 2:46:11,,,RPA,"1,00",11.0,1,ЗАП25-05254919,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АСУТ-НБД,направление цтс пик (бд),РПА-РОБИН-АСУТ-НБД-АСОЗ-0003-ОБЩЕЕ,ЦТС-ИНФР-0237,ЦТС-БД-АСОЗ-АСУТ-НБД-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269659,01.06.2025 2:46:15,01.06.2025 2:46:15,,,RPA,"1,00",11.0,1,ЗАП25-05254909,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АС-РБ-КР,направление цтс пик (бд),РПА-РОБИН-АС-РБ-НБД-АСОЗ-0003-ОБЩЕЕ,ЦТС-ИНФР-0403,ЦТС-БД-АСОЗ-АС-РБ-КР-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269660,01.06.2025 2:46:18,01.06.2025 2:46:18,,,RPA,"1,00",11.0,1,ЗАП25-05254907,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,СДО-ИОС-ОТ,направление цтс пик (сцо),РПА-РОБИН-ИОСОТ-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0040,ЦТС-ПИК-СДО-ИОС-ОТ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269664,01.06.2025 2:46:22,01.06.2025 2:46:22,,,RPA,"1,00",11.0,1,ЗАП25-05254932,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,СДО-ИОС-ОТ,направление цтс пик (сцо),РПА-РОБИН-ИОСОТ-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0040,ЦТС-ПИК-СДО-ИОС-ОТ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269668,01.06.2025 2:46:28,01.06.2025 8:46:28,,,ЧБ,"1,00",26.0,1,ЗАП25-05254922,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Забайкальская ЖД,Иванов Иван Иванович,ДЦСМОГОЧА-ЗАБ,Чат Бот,"Технологическая консультация по вопросам, не отраженным в инструкции",,,,06.01 ЕК АСУИ ТС-2 ДМ,ЕК-АСУИ,направление цтс пик (инфр),ИИ-ЦРТ-ЕКАСУИ-MAXIMO-УЗ-ТС-0001-ОБЩЕЕ,ИИ-ЦТС-ИНФР-0054,ЦТС-ИНФР-ЧАТ-БОТ-ВОССТАНОВЛЕНИЕ ПАРОЛЯ В ЕК АСУИ MAXIMO,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269669,01.06.2025 2:46:29,01.06.2025 2:46:29,,,RPA,"1,00",11.0,1,ЗАП25-05254948,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ИСУЖТ-НС-ТРА,направление цтс пик (бд),РПА-РОБИН-ИСУЖТ-НС-ТРА-АСОЗ-0001-ОБЩЕЕ,ЦТС-БД-0018,ЦТС-БД-АСОЗ-ИСУЖТ-НС-ТРА-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269670,01.06.2025 2:46:31,01.06.2025 2:46:31,,,RPA,"1,00",11.0,1,ЗАП25-05254946,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-КМО-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0248,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-КМО-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269673,01.06.2025 2:46:38,01.06.2025 2:46:38,,,RPA,"1,00",11.0,1,ЗАП25-05254939,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Восточно-Сибирская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АС-КТУ,направление цтс пик (сцо),РПА-РОБИН-АСКТУ-АСОЗ-0002-ОБЩЕЕ,ЦТС-ПИК-0010,ЦК-УЦ-АСОЗ-АС-КТУ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269674,01.06.2025 2:46:41,01.06.2025 2:46:41,,,RPA,"1,00",11.0,1,ЗАП25-05254941,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-МРМ-П,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-МРМ-П-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0291,ЦТС-ИНФР-АСОЗ-МРМ-ЕКАСУИ-П-(Н)-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269678,01.06.2025 2:46:51,01.06.2025 2:46:51,,,RPA,"1,00",11.0,1,ЗАП25-05254945,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,СДО-ИОС-ОТ,направление цтс пик (сцо),РПА-РОБИН-ИОСОТ-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0040,ЦТС-ПИК-СДО-ИОС-ОТ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269681,01.06.2025 2:46:57,01.06.2025 2:46:57,,,RPA,"1,00",11.0,1,ЗАП25-05254916,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Восточно-Сибирская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-КМО-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0248,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-КМО-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269693,01.06.2025 2:47:26,01.06.2025 2:47:26,,,RPA,"1,00",11.0,1,ЗАП25-05254961,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-ДУ-46,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-ДУ-46-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0440,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-ДУ-46-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269694,01.06.2025 2:47:28,01.06.2025 2:47:28,,,RPA,"1,00",11.0,1,ЗАП25-05254973,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АС-АПВО-2,направление цтс пик (рем),РПА-РОБИН-АСАПВО-2-АСОЗ-0003-ОБЩЕЕ,ЦТС-ИНФР-0004,ЦТС-ИНФР-АСОЗ-АС-АПВО-2-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269701,01.06.2025 2:47:43,01.06.2025 2:47:43,,,RPA,"1,00",11.0,1,ЗАП25-05254972,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ИСУЖТ-НС-ТРА,направление цтс пик (бд),РПА-РОБИН-ИСУЖТ-НС-ТРА-АСОЗ-0001-ОБЩЕЕ,ЦТС-БД-0018,ЦТС-БД-АСОЗ-ИСУЖТ-НС-ТРА-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269703,01.06.2025 2:47:48,01.06.2025 2:47:48,,,RPA,"1,00",11.0,1,ЗАП25-05254976,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ИСУЖТ-НС-ТРА,направление цтс пик (бд),РПА-РОБИН-ИСУЖТ-НС-ТРА-АСОЗ-0001-ОБЩЕЕ,ЦТС-БД-0018,ЦТС-БД-АСОЗ-ИСУЖТ-НС-ТРА-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269704,01.06.2025 2:47:51,01.06.2025 2:47:51,,,RPA,"1,00",11.0,1,ЗАП25-05254984,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АСУ-БМ,направление цтс пик (холдинг),РПА-РОБИН-АСУБМ-АСОЗ-0003-ОБЩЕЕ,ЦТС-ПИК-0134,ЦТС-ХОЛДИНГ-АСОЗ-АСУ-БМ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269715,01.06.2025 2:48:13,01.06.2025 2:48:13,,,RPA,"1,00",11.0,1,ЗАП25-05254906,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Восточно-Сибирская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,ЕК-АСУИ-РЦКУ,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-РЦКУ-АСОЗ-0003-ОБЩЕЕ,ЦТС-ИНФР-0007,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-РЦКУ-СОТРУДНИК-ПРЕДПРИЯТИЯ-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269716,01.06.2025 2:48:15,01.06.2025 2:48:15,,,RPA,"1,00",11.0,1,ЗАП25-05254977,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АСУ-Ш-2,направление цтс пик (инфр),РПА-РОБИН-АСУ-Ш-2-АСОЗ-0003-ОБЩЕЕ,ЦТС-ИНФР-0001,ЦТС-ИНФР-АСОЗ-АСУ-Ш-2-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06269717,01.06.2025 2:48:18,01.06.2025 2:48:18,,,RPA,"1,00",11.0,1,ЗАП25-05254985,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,АС ОЗ,Ведение учетных записей,да,,,00.04 БЛОКИРОВКА ДОСТУПА К ИР ОАО РЖД,АСУТ-НБД-ЗМ,направление цтс пик (бд),РПА-РОБИН-ЗМ-НБД-2-АСОЗ-0001-ОБЩЕЕ,ЦТС-БД-0035,ЦТС-ИНФР-АСОЗ-ЗАМЕЧАНИЯ-ДС-БЛОКИРОВКА,0,0,Краткое описание запроса,Подробное описание запроса,Решение
